# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000000
  3.733415816738625E+00  7.264849665706447E+18  3.427706190278325E+02  7.979474745310972E+02  2.854443255453953E+05  8.633551696682882E-01
  3.743423237945576E+00  7.208841498399094E+18  3.058812982480994E+02  7.065926353429711E+02  2.581558489098825E+05  8.781993505798820E-01
  3.753430659152527E+00  7.397733904166557E+18  2.672104222982664E+02  6.334123650839472E+02  2.320707288918589E+05  8.930040333308507E-01
  3.763438080359479E+00  7.928255789521615E+18  2.271643242876898E+02  5.769463970072984E+02  2.040865559825383E+05  9.077678239776614E-01
  3.773445501566430E+00  8.879238283026016E+18  1.865605514114239E+02  5.303680832898776E+02  1.648781486945699E+05  9.224889294633234E-01
  3.783452922773382E+00  1.026709449733190E+19  1.468483671476336E+02  4.826171488047629E+02  1.163605191096486E+05  9.371642783872911E-01
  3.793460343980332E+00  1.194680109227642E+19  1.107980929547044E+02  4.250454722076639E+02  9.722676775774168E+04  9.517900849876255E-01
  3.803467765187282E+00  1.342317721742364E+19  8.255145980331287E+01  3.579783258194043E+02  9.971102245148705E+04  9.663655625122674E-01
  3.813475186394234E+00  1.374811558505930E+19  6.218457655671294E+01  2.780076067513969E+02  8.528722060589126E+04  9.808921381144735E-01
  3.823482607601186E+00  1.222413899202401E+19  4.674469970099400E+01  1.866579033381950E+02  4.123771469897588E+04  9.953694767632346E-01
  3.833490028808137E+00  9.082241946302509E+18  3.403262731194324E+01  1.010425814013201E+02  2.816084201403893E+04  1.009794465044220E+00
  3.843497450015088E+00  5.058786921562520E+18  2.289451043993063E+01  3.775460682979505E+01  3.116136113928264E+04  1.024166717881056E+00
  3.853504871222039E+00  7.218155816001951E+17  1.232385028658533E+01  2.856035881209656E+00  1.609590165032559E+03  1.038487522693374E+00
 
 
# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000900
  1.862042661573046E+00  4.121134757183603E+17  1.172363548704956E+01  1.548167680818331E+00  1.235880355657287E+02  1.039119343828284E+00
  1.872050129474525E+00  1.592367127405879E+18  1.592871065511137E+01  8.126952602821184E+00  2.588104393959231E+03  1.029289672106685E+00
  1.882057597376003E+00  2.899872350051599E+18  2.023861554092635E+01  1.880305308227040E+01  1.254218590550875E+04  1.019373779726472E+00
  1.892065065277482E+00  4.449648800757194E+18  2.477327695479025E+01  3.531483349186121E+01  2.913190762092852E+04  1.009371495859465E+00
  1.902072533178961E+00  6.340844866678825E+18  2.974065651392080E+01  6.041679217480302E+01  2.273429020767237E+04  9.992830326078395E-01
  1.912080001080439E+00  8.599390459512738E+18  3.553035243300890E+01  9.789432548472021E+01  2.367962053084007E+03  9.891062842074456E-01
  1.922087468981918E+00  1.105782170968931E+19  4.260179960897673E+01  1.509405582696806E+02  9.574851140925510E+03  9.788377092835554E-01
  1.932094936883397E+00  1.327296454450444E+19  5.119966351114526E+01  2.177331829490881E+02  2.184281732631979E+04  9.684763066036060E-01
  1.942102404784875E+00  1.466976348986153E+19  6.160515450560639E+01  2.895964381305203E+02  3.637951855332122E+04  9.580220094576790E-01
  1.952109872686354E+00  1.493742219192127E+19  7.499518578779842E+01  3.591708285839562E+02  5.486480309033030E+04  9.474749181449735E-01
  1.962117340587832E+00  1.423558763665920E+19  9.325891237969770E+01  4.256861060792617E+02  8.443361070945964E+04  9.368356296466813E-01
  1.972124808489311E+00  1.297631558719865E+19  1.176578896525451E+02  4.890514443405866E+02  1.229858368298406E+05  9.261060589008936E-01
  1.982132276390790E+00  1.158209979172152E+19  1.477298943045026E+02  5.472276210117527E+02  1.427893568066002E+05  9.152888955433105E-01
  1.992139744292269E+00  1.035817030504083E+19  1.812817017816040E+02  6.001337156076845E+02  1.758140412281165E+05  9.043851594149326E-01
  2.002147212193748E+00  9.423565721103860E+18  2.162652850071089E+02  6.521125073706787E+02  1.963585169829958E+05  8.933968482690435E-01
  2.012154680095227E+00  8.758157597002077E+18  2.514636197210488E+02  7.056349778751489E+02  1.894363449035190E+05  8.823245065833443E-01
  2.022162147996704E+00  8.337759001493299E+18  2.860340324428477E+02  7.643297323397892E+02  2.089367191474604E+05  8.711661341716077E-01
  2.032169615898183E+00  8.109413720958683E+18  3.195285182653976E+02  8.303756281917990E+02  2.286620419287169E+05  8.599220097292417E-01
  2.042177083799662E+00  8.016698910519634E+18  3.517357995316277E+02  9.035734462847443E+02  2.492805946724324E+05  8.485927324919884E-01
  2.052184551701140E+00  8.015772225054032E+18  3.826342370678123E+02  9.828112545328296E+02  2.715338595787785E+05  8.371789189115457E-01
  2.062192019602619E+00  8.076936986289181E+18  4.122992860212688E+02  1.067078594475842E+03  2.962264771352592E+05  8.256813656684661E-01
  2.072199487504098E+00  8.180195791800958E+18  4.408504645004947E+02  1.155557963086500E+03  3.226969547919979E+05  8.141011261591724E-01
  2.082206955405577E+00  8.311666161558747E+18  4.684268068198772E+02  1.247579240016619E+03  3.512300507624882E+05  8.024394218957762E-01
  2.092214423307056E+00  8.461161784511060E+18  4.951799414723813E+02  1.342557897265924E+03  3.833247254633507E+05  7.906977617449165E-01
  2.102221891208535E+00  8.621052527478780E+18  5.212837912615441E+02  1.440041116395593E+03  4.135614546090167E+05  7.788779369424733E-01
  2.112229359110012E+00  8.785987076995070E+18  5.469265070342815E+02  1.539784505157507E+03  4.480403065094936E+05  7.669816691111928E-01
  2.122236827011491E+00  8.952331196382183E+18  5.722611912631787E+02  1.641613293596943E+03  4.836712728512599E+05  7.550110324183266E-01
  2.132244294912970E+00  9.117896211310119E+18  5.974329417301478E+02  1.745517598396216E+03  5.208371088539980E+05  7.429682741690589E-01
  2.142251762814449E+00  9.281603653360032E+18  6.225751334355562E+02  1.851634218981420E+03  5.595923647217669E+05  7.308558019535774E-01
  2.152259230715928E+00  9.443141951911490E+18  6.478033366845502E+02  1.960198680178882E+03  5.999239190614125E+05  7.186761963608335E-01
  2.162266698617406E+00  9.602661997323493E+18  6.732144896112693E+02  2.071502582308127E+03  6.418095900674714E+05  7.064322113050681E-01
  2.172274166518885E+00  9.760536393364677E+18  6.988881942326566E+02  2.185857091101509E+03  6.852435515654053E+05  6.941267726891374E-01
  2.182281634420364E+00  9.917195389652210E+18  7.248878375729710E+02  2.303562794171639E+03  7.302240411495196E+05  6.817629786042076E-01
  2.192289102321842E+00  1.007303613105855E+19  7.512630605662855E+02  2.424894221817617E+03  7.767447315191296E+05  6.693441001839111E-01
  2.202296570223321E+00  1.022838890215456E+19  7.780523134275367E+02  2.550095250765293E+03  8.248007988281921E+05  6.568735818837432E-01
  2.212304038124800E+00  1.038351787671444E+19  8.052850910428085E+02  2.679381444931311E+03  8.743835666008494E+05  6.443550419118460E-01
  2.222311506026278E+00  1.053863602467011E+19  8.329840878541806E+02  2.812946567260517E+03  9.254808161937180E+05  6.317922722702729E-01
  2.232318973927757E+00  1.069392067910053E+19  8.611670060948547E+02  2.950969444260600E+03  9.780768777718965E+05  6.191892383772883E-01
  2.242326441829236E+00  1.084952377856865E+19  8.898480297667327E+02  3.093619459855756E+03  1.032152468405432E+06  6.065500882228299E-01
  2.252333909730714E+00  1.100557683476633E+19  9.190388507120533E+02  3.241059861962875E+03  1.087687347585726E+06  5.938791474134926E-01
  2.262341377632194E+00  1.116219296923360E+19  9.487498504481191E+02  3.393451277247079E+03  1.144656028745783E+06  5.811809025120500E-01
  2.272348845533671E+00  1.131946782240907E+19  9.789905297677080E+02  3.550952568163990E+03  1.203026256590135E+06  5.684600084974429E-01
  2.282356313435150E+00  1.147748129341855E+19  1.009769531056477E+03  3.713720601941649E+03  1.262772824165218E+06  5.557212863706085E-01
  2.292363781336628E+00  1.163629977870478E+19  1.041095257910604E+03  3.881912487964024E+03  1.323859336150188E+06  5.429697212238078E-01
  2.302371249238107E+00  1.179597877826532E+19  1.072975808586964E+03  4.055685630581991E+03  1.386249673854411E+06  5.302104592636073E-01
  2.312378717139586E+00  1.195656512182144E+19  1.105418958840906E+03  4.235197946661885E+03  1.449904611054872E+06  5.174488048982866E-01
  2.322386185041066E+00  1.211809850814930E+19  1.138432068436398E+03  4.420607644495083E+03  1.514782287556233E+06  5.046902176983366E-01
  2.332393652942543E+00  1.228061188929214E+19  1.172021919470024E+03  4.612072347959334E+03  1.580838116239717E+06  4.919403446914211E-01
  2.342401120844023E+00  1.244413227172713E+19  1.206194563310900E+03  4.809748370870379E+03  1.648025037547486E+06  4.792049764719343E-01
  2.352408588745501E+00  1.260868097360397E+19  1.240955150227228E+03  5.013789690057107E+03  1.716293586117352E+06  4.664900206659357E-01
  2.362416056646980E+00  1.277427307100035E+19  1.276307742892578E+03  5.224346464718623E+03  1.785591965474654E+06  4.538015239109903E-01
  2.372423524548459E+00  1.294091707776651E+19  1.312255103799394E+03  5.441563427813317E+03  1.855866023228082E+06  4.411456674330557E-01
  2.382430992449936E+00  1.310861457270641E+19  1.348798513078360E+03  5.665578268468573E+03  1.927059327847102E+06  4.285287624527723E-01
  2.392438460351416E+00  1.327735963852156E+19  1.385937557794351E+03  5.896519698473034E+03  1.999113200388776E+06  4.159572574182383E-01
  2.402445928252896E+00  1.344713793622999E+19  1.423669872952699E+03  6.134505007583888E+03  2.071966947494255E+06  4.034377701854795E-01
  2.412453396154372E+00  1.361792768867140E+19  1.461991092502160E+03  6.379639246523817E+03  2.145557442246871E+06  3.909769805735605E-01
  2.422460864055852E+00  1.378969876815580E+19  1.500894729267935E+03  6.632013208098609E+03  2.219820027809155E+06  3.785816680467096E-01
  2.432468331957330E+00  1.396241226001274E+19  1.540371854262609E+03  6.891700606942481E+03  2.294688157047837E+06  3.662587144678037E-01
  2.442475799858808E+00  1.413602015763021E+19  1.580411033290869E+03  7.158756318866664E+03  2.370093122332522E+06  3.540150981692634E-01
  2.452483267760288E+00  1.431046496770939E+19  1.620998151215612E+03  7.433213981040823E+03  2.445964662369387E+06  3.418578948583074E-01
  2.462490735661767E+00  1.448567879583333E+19  1.662116155925483E+03  7.715082821331192E+03  2.522230753111067E+06  3.297943132091319E-01
  2.472498203563245E+00  1.466158447826943E+19  1.703745157185285E+03  8.004347082760734E+03  2.598817846430763E+06  3.178315902832090E-01
  2.482505671464724E+00  1.483809488140309E+19  1.745862253187260E+03  8.300963224807791E+03  2.675650895095383E+06  3.059770192326605E-01
  2.492513139366202E+00  1.501511252466404E+19  1.788441393999395E+03  8.604857350330871E+03  2.752653407809049E+06  2.942379552120954E-01
  2.502520607267681E+00  1.519252944092586E+19  1.831453285408375E+03  8.915922873149944E+03  2.829747564689403E+06  2.826218080011299E-01
  2.512528075169159E+00  1.537022709049449E+19  1.874865306177241E+03  9.234018227068478E+03  2.906854257834530E+06  2.711360344157807E-01
  2.522535543070639E+00  1.554807609403010E+19  1.918641393612441E+03  9.558964264714527E+03  2.983893200751992E+06  2.597881450902181E-01
  2.532543010972117E+00  1.572593621178915E+19  1.962741980514523E+03  9.890542011004640E+03  3.060783040273536E+06  2.485856968847731E-01
  2.542550478873595E+00  1.590365724501395E+19  2.007124135490988E+03  1.022849203407772E+04  3.137441374233389E+06  2.375362319303065E-01
  2.552557946775075E+00  1.608107860433153E+19  2.051741423451941E+03  1.057251164478601E+04  3.213784877006730E+06  2.266473047239264E-01
  2.562565414676552E+00  1.625802944753839E+19  2.096543927540024E+03  1.092225326838045E+04  3.289729331508402E+06  2.159264749842946E-01
  2.572572882578033E+00  1.643432890021926E+19  2.141478239892693E+03  1.127732277291533E+04  3.365189750590355E+06  2.053812988047941E-01
  2.582580350479510E+00  1.660978633781371E+19  2.186487510085511E+03  1.163727822085330E+04  3.440080440248529E+06  1.950193196407547E-01
  2.592587818380989E+00  1.678420172850509E+19  2.231511496797540E+03  1.200162879259960E+04  3.514315048162453E+06  1.848480591413438E-01
  2.602595286282468E+00  1.695736603506611E+19  2.276486660088260E+03  1.236983410453118E+04  3.587806764478145E+06  1.748750078412777E-01
  2.612602754183946E+00  1.712906167439846E+19  2.321346251093772E+03  1.274130371863329E+04  3.660468225614289E+06  1.651076157431695E-01
  2.622610222085425E+00  1.729906303502999E+19  2.366020446664750E+03  1.311539712529082E+04  3.732211758808908E+06  1.555532828155723E-01
  2.632617689986904E+00  1.746713702077388E+19  2.410436483552494E+03  1.349142395617287E+04  3.802949389869352E+06  1.462193512270051E-01
  2.642625157888383E+00  1.763304375741277E+19  2.454518858601519E+03  1.386864492449328E+04  3.872592951749045E+06  1.371130917093873E-01
  2.652632625789862E+00  1.779653727432130E+19  2.498189515678174E+03  1.424627294113389E+04  3.941054169519919E+06  1.282416945230996E-01
  2.662640093691340E+00  1.795736619093500E+19  2.541368055317223E+03  1.462347463916869E+04  4.008244772039571E+06  1.196122627491142E-01
  2.672647561592820E+00  1.811527449846094E+19  2.583971979639742E+03  1.499937247022320E+04  4.074076602141441E+06  1.112318027767379E-01
  2.682655029494296E+00  1.827000238469859E+19  2.625916951660691E+03  1.537304723294404E+04  4.138461722155120E+06  1.031072148255854E-01
  2.692662497395775E+00  1.842128710205999E+19  2.667117085053425E+03  1.574354113952701E+04  4.201312544484179E+06  9.524528350280806E-02
  2.702669965297254E+00  1.856886390589366E+19  2.707485256206211E+03  1.610986140865122E+04  4.262541937135594E+06  8.765266702520569E-02
  2.712677433198733E+00  1.871246705819319E+19  2.746933443883481E+03  1.647098442171994E+04  4.322063359593390E+06  8.033588526660772E-02
  2.722684901100211E+00  1.885183070873747E+19  2.785373046199453E+03  1.682585997731997E+04  4.379791014974972E+06  7.330131575813212E-02
  2.732692369001690E+00  1.898668992889188E+19  2.822715249793312E+03  1.717341631929438E+04  4.435640013940549E+06  6.655518293208816E-02
  2.742699836903169E+00  1.911678172639491E+19  2.858871405854213E+03  1.751256551741816E+04  4.489526501367539E+06  6.010354896548598E-02
  2.752707304804647E+00  1.924184606414729E+19  2.893753401735260E+03  1.784220913348068E+04  4.541367834897997E+06  5.395230481571581E-02
  2.762714772706127E+00  1.936162689080838E+19  2.927274106812678E+03  1.816124464419688E+04  4.591082753786270E+06  4.810716126783323E-02
  2.772722240607605E+00  1.947587319253448E+19  2.959347660035092E+03  1.846857117215019E+04  4.638591949426342E+06  4.257363999455144E-02
  2.782729708509084E+00  1.958434006981570E+19  2.989890100984157E+03  1.876309760830211E+04  4.683816996589072E+06  3.735706479406942E-02
  2.792737176410562E+00  1.968678986501888E+19  3.018819800719856E+03  1.904374977171863E+04  4.726682972377496E+06  3.246255104829561E-02
  2.802744644312041E+00  1.978299371821315E+19  3.046056656191434E+03  1.930947031900993E+04  4.767115190946262E+06  2.789497604653045E-02
  2.812752112213520E+00  1.987273189550915E+19  3.071525368600160E+03  1.955924338637665E+04  4.805040914938077E+06  2.365900803094306E-02
  2.822759580114999E+00  1.995579492470655E+19  3.095152987409218E+03  1.979208389900306E+04  4.840394179026287E+06  1.975909085871926E-02
  2.832767048016477E+00  2.003198475073149E+19  3.116870165311494E+03  2.000705028206338E+04  4.873109182567026E+06  1.619942744337675E-02
  2.842774515917957E+00  2.010111560376716E+19  3.136612165036989E+03  2.020325542331918E+04  4.903115765187478E+06  1.298397103550774E-02
  2.852781983819435E+00  2.016301507144391E+19  3.154318483547041E+03  2.037986891803583E+04  4.930356013514392E+06  1.011640465614482E-02
  2.862789451720914E+00  2.021752434008497E+19  3.169934015929795E+03  2.053612823638118E+04  4.954825726644006E+06  7.600158959948328E-03
  2.872796919622393E+00  2.026450004576526E+19  3.183408037604177E+03  2.067133726198357E+04  4.976377530358573E+06  5.438400496122378E-03
  2.882804387523872E+00  2.030381438272866E+19  3.194695955541539E+03  2.078488074820703E+04  4.994801794477778E+06  3.634011485590528E-03
  2.892811855425349E+00  2.033534878397756E+19  3.203760815709017E+03  2.087623042028186E+04  5.010693151650149E+06  2.189595563109195E-03
  2.902819323326828E+00  2.035901081618867E+19  3.210563698172780E+03  2.094490209446548E+04  5.023733783405289E+06  1.107489779494646E-03
  2.912826791228306E+00  2.037478818125943E+19  3.215110423552394E+03  2.099081816805304E+04  5.032304512058729E+06  3.897618462083054E-04
  2.922834259129786E+00  2.038281288777899E+19  3.217395826623384E+03  2.101401232085083E+04  5.040080767189473E+06  3.816613678662147E-05
  2.932841727031264E+00  2.038249001505820E+19  3.217292241956524E+03  2.101300291027263E+04  5.043430671485223E+06  5.394010438652425E-05
  2.942849194932744E+00  2.037373385948100E+19  3.214800108233501E+03  2.098770608663796E+04  5.042858569719939E+06  4.381844968640166E-04
  2.952856662834222E+00  2.035716694856253E+19  3.210032231278489E+03  2.093953832311637E+04  5.040892667503351E+06  1.191944696978905E-03
  2.962864130735701E+00  2.033260225333933E+19  3.202968384656856E+03  2.086824792411106E+04  5.034486377089109E+06  2.315718446071207E-03
  2.972871598637178E+00  2.029999855099405E+19  3.193595412056044E+03  2.077381565138813E+04  5.025235648440396E+06  3.809654128474565E-03
  2.982879066538658E+00  2.025939930055769E+19  3.181939418424863E+03  2.065660009124043E+04  5.013171380648691E+06  5.673612858917902E-03
  2.992886534440137E+00  2.021087921456273E+19  3.168024480921365E+03  2.051701170998506E+04  4.997738730211219E+06  7.907220353220029E-03
  3.002894002341615E+00  2.015452576465812E+19  3.151884192405390E+03  2.035556711720701E+04  4.979146692054132E+06  1.050972929096930E-02
  3.012901470243093E+00  2.009044296638610E+19  3.133558513587820E+03  2.017287010259101E+04  4.957473842872642E+06  1.348006873504311E-02
  3.022908938144573E+00  2.001875260935074E+19  3.113092821622901E+03  1.996960402806010E+04  4.932690526123988E+06  1.681687079650401E-02
  3.032916406046050E+00  1.993959227732070E+19  3.090538535367836E+03  1.974653082746399E+04  4.904827829620073E+06  2.051851057411445E-02
  3.042923873947529E+00  1.985311671553542E+19  3.065952549924175E+03  1.950448536917820E+04  4.873923585256958E+06  2.458300472582049E-02
  3.052931341849008E+00  1.975949609355479E+19  3.039397803489572E+03  1.924437367208977E+04  4.840013259916643E+06  2.900805667245685E-02
  3.062938809750487E+00  1.965891493456518E+19  3.010941183138877E+03  1.896715468983704E+04  4.803141639818639E+06  3.379107292604844E-02
  3.072946277651965E+00  1.955157128131037E+19  2.980654158124760E+03  1.867383962569421E+04  4.763354792354560E+06  3.892916665286758E-02
  3.082953745553443E+00  1.943767572906340E+19  2.948613623274479E+03  1.836549216452502E+04  4.720707710651945E+06  4.441916630900297E-02
  3.092961213454923E+00  1.931745023908298E+19  2.914898880297383E+03  1.804320429031664E+04  4.675258758000460E+06  5.025763417582188E-02
  3.102968681356401E+00  1.919112818471858E+19  2.879593276768758E+03  1.770810253166584E+04  4.627070839617807E+06  5.644082235361214E-02
  3.112976149257880E+00  1.905895276333106E+19  2.842783019321600E+03  1.736133499404808E+04  4.576211869080380E+06  6.296470422464998E-02
  3.122983617159359E+00  1.892117578876011E+19  2.804556816688859E+03  1.700406412187756E+04  4.522754093974208E+06  6.982498554173562E-02
  3.132991085060838E+00  1.877805653217986E+19  2.765005419386253E+03  1.663745905960368E+04  4.466774132322050E+06  7.701711090031728E-02
  3.142998552962317E+00  1.862986052404816E+19  2.724221167361726E+03  1.626268827016089E+04  4.408352598198712E+06  8.453627078905745E-02
  3.153006020863795E+00  1.847685833949926E+19  2.682297538838331E+03  1.588091243066036E+04  4.347573914289918E+06  9.237740921475034E-02
  3.163013488765273E+00  1.831932438253357E+19  2.639328705839100E+03  1.549327768779398E+04  4.284526106609682E+06  1.005352318850918E-01
  3.173020956666752E+00  1.815753567214108E+19  2.595409084375307E+03  1.510090923542832E+04  4.219300571190912E+06  1.090042149994041E-01
  3.183028424568231E+00  1.799177062948155E+19  2.550632904450677E+03  1.470490538820278E+04  4.151991845986750E+06  1.177786146000185E-01
  3.193035892469709E+00  1.782230786621413E+19  2.505093785589996E+03  1.430633208557113E+04  4.082697359483017E+06  1.268524765127299E-01
  3.203043360371188E+00  1.764942498091673E+19  2.458884328344966E+03  1.390621790748090E+04  4.011517200984819E+06  1.362196468451035E-01
  3.213050828272667E+00  1.747339737533580E+19  2.412095726976819E+03  1.350554964728535E+04  3.938553863879894E+06  1.458737829943243E-01
  3.223058296174147E+00  1.729449710192512E+19  2.364817397545874E+03  1.310526841811577E+04  3.863912008095956E+06  1.558083651476194E-01
  3.233065764075624E+00  1.711299184811789E+19  2.317136650454433E+03  1.270626652643087E+04  3.787698249569358E+06  1.660167027090289E-01
  3.243073231977103E+00  1.692914452093463E+19  2.269138531161141E+03  1.230938608969449E+04  3.710021163817591E+06  1.764919082497730E-01
  3.253080699878581E+00  1.674321110547338E+19  2.220905231449212E+03  1.191541439870681E+04  3.630990662796327E+06  1.872269716116452E-01
  3.263088167780061E+00  1.655543993450881E+19  2.172515903594967E+03  1.152508298435136E+04  3.550717775410704E+06  1.982147599570834E-01
  3.273095635681539E+00  1.636607090165720E+19  2.124046412880766E+03  1.113906662555745E+04  3.469314561161551E+06  2.094480235806613E-01
  3.283103103583018E+00  1.617533460973505E+19  2.075569164766094E+03  1.075798301956587E+04  3.386893816302939E+06  2.209194091499825E-01
  3.293110571484495E+00  1.598345172430659E+19  2.027152925931229E+03  1.038239283786470E+04  3.303568929289288E+06  2.326214647091475E-01
  3.303118039385973E+00  1.579063397819294E+19  1.978863041002597E+03  1.001280308303998E+04  3.219454357875885E+06  2.445465436579526E-01
  3.313125507287454E+00  1.559708061613026E+19  1.930760659611163E+03  9.649662614615307E+03  3.134664265696166E+06  2.566869917701836E-01
  3.323132975188932E+00  1.540297828090402E+19  1.882902733096153E+03  9.293364260195023E+03  3.049312544330543E+06  2.690351377841163E-01
  3.333140443090410E+00  1.520850110593764E+19  1.835342094029461E+03  8.944247540150216E+03  2.963512806543916E+06  2.815832713774252E-01
  3.343147910991889E+00  1.501381207162016E+19  1.788127767896860E+03  8.602603255043199E+03  2.877378896757423E+06  2.943235383943572E-01
  3.353155378893369E+00  1.481906141437397E+19  1.741304659842855E+03  8.268673266627897E+03  2.791024253620765E+06  3.072480246108082E-01
  3.363162846794847E+00  1.462438384273149E+19  1.694913064461880E+03  7.942649093878292E+03  2.704560716026019E+06  3.203489416474512E-01
  3.373170314696327E+00  1.442990052106784E+19  1.648989157792697E+03  7.624678015892158E+03  2.618099192799733E+06  3.336185022325616E-01
  3.383177782597803E+00  1.423572189720865E+19  1.603565567611810E+03  7.314869606069753E+03  2.531750631716240E+06  3.470487227315313E-01
  3.393185250499283E+00  1.404194283586418E+19  1.558670537624628E+03  7.013291631050535E+03  2.445624023916028E+06  3.606317551160352E-01
  3.403192718400762E+00  1.384864300150144E+19  1.514328153591839E+03  6.719973924825446E+03  2.359826334305841E+06  3.743598857060348E-01
  3.413200186302240E+00  1.365589015563077E+19  1.470559003599442E+03  6.434915386741166E+03  2.274463636314916E+06  3.882253189910561E-01
  3.423207654203720E+00  1.346373987905668E+19  1.427380213609486E+03  6.158086092318326E+03  2.189640987860986E+06  4.022202045287679E-01
  3.433215122105198E+00  1.327223119205411E+19  1.384804844216234E+03  5.889424841155414E+03  2.105459548687449E+06  4.163369888388668E-01
  3.443222590006676E+00  1.308139106983076E+19  1.342842875874234E+03  5.628847728274895E+03  2.022019702501938E+06  4.305681232267770E-01
  3.453230057908156E+00  1.289123651166936E+19  1.301501517619184E+03  5.376252121557345E+03  1.939419974251090E+06  4.449059246318016E-01
  3.463237525809634E+00  1.270176827382531E+19  1.260784646313280E+03  5.131513414759936E+03  1.857755355229569E+06  4.593430732523751E-01
  3.473244993711111E+00  1.251297504207216E+19  1.220693624132005E+03  4.894492038430461E+03  1.777118418789435E+06  4.738723309420693E-01
  3.483252461612591E+00  1.232483650038369E+19  1.181227806908907E+03  4.665038160162834E+03  1.697600097752216E+06  4.884863085423131E-01
  3.493259929514070E+00  1.213731640998828E+19  1.142384216104985E+03  4.442989018367962E+03  1.619287372207606E+06  5.031780013681362E-01
  3.503267397415548E+00  1.195036553810122E+19  1.104158218095780E+03  4.228174191869981E+03  1.542264113629686E+06  5.179405561955828E-01
  3.513274865317026E+00  1.176392471728260E+19  1.066544063200714E+03  4.020419876865466E+03  1.466612408023763E+06  5.327669793738055E-01
  3.523282333218506E+00  1.157791749621632E+19  1.029534735966199E+03  3.819546723358734E+03  1.392410170047708E+06  5.476506532481324E-01
  3.533289801119985E+00  1.139225138380594E+19  9.931224146197468E+02  3.625373168594961E+03  1.319731935755440E+06  5.625851815301937E-01
  3.543297269021464E+00  1.120682080703115E+19  9.572987037341663E+02  3.437718183996728E+03  1.248649271444713E+06  5.775640686092309E-01
  3.553304736922942E+00  1.102149991793532E+19  9.220544598801359E+02  3.256399267498479E+03  1.179240317663234E+06  5.925811326380401E-01
  3.563312204824420E+00  1.083613771013471E+19  8.873795540418853E+02  3.081231352148583E+03  1.111556335751154E+06  6.076304869429254E-01
  3.573319672725900E+00  1.065054965495512E+19  8.532612456967076E+02  2.912020427705127E+03  1.045678848914441E+06  6.227062683938048E-01
  3.583327140627378E+00  1.046449654198478E+19  8.196840370019611E+02  2.748559806943725E+03  9.816683006116403E+05  6.378027480534767E-01
  3.593334608528857E+00  1.027765829226403E+19  7.866262363005833E+02  2.590615602725494E+03  9.195926842711028E+05  6.529145989179086E-01
  3.603342076430336E+00  1.008962520485355E+19  7.540567241168205E+02  2.437919865325642E+03  8.595219845006515E+05  6.680366655164023E-01
  3.613349544331812E+00  9.899919867208346E+18  7.219300287284966E+02  2.290167046678488E+03  8.015321389205415E+05  6.831637940840483E-01
  3.623357012233293E+00  9.708056546038403E+18  6.901799254820248E+02  2.147014593505252E+03  7.457033893655103E+05  6.982912267357055E-01
  3.633364480134771E+00  9.513615362319639E+18  6.587120226726402E+02  2.008082525057274E+03  6.921248155106872E+05  7.134144827578328E-01
  3.643371948036250E+00  9.316203675426118E+18  6.273951686277435E+02  1.872925598655193E+03  6.408714222486992E+05  7.285292791393909E-01
  3.653379415937729E+00  9.115117481753305E+18  5.960532389264849E+02  1.740955648040219E+03  5.920217509221847E+05  7.436314246861566E-01
  3.663386883839208E+00  8.908659197304986E+18  5.644595486685771E+02  1.611333975517927E+03  5.455770853743767E+05  7.587171396504065E-01
  3.673394351740685E+00  8.693753807281895E+18  5.323351844559902E+02  1.482971934196579E+03  5.011723361314472E+05  7.737829185394760E-01
  3.683401819642165E+00  8.467400487396321E+18  4.993586935536121E+02  1.354885215059954E+03  4.600826177722521E+05  7.888254614285524E-01
  3.693409287543643E+00  8.231706206854959E+18  4.651650134338071E+02  1.226974811636900E+03  4.202121652816880E+05  8.038417690166655E-01
  3.703416755445121E+00  8.003461463538751E+18  4.293464803691404E+02  1.101100436645391E+03  3.833446248752436E+05  8.188289575378929E-01
  3.713424223346601E+00  7.825063246448435E+18  3.915352749012658E+02  9.817664322594114E+02  3.486705156170079E+05  8.337844464310975E-01
  3.723431691248078E+00  7.773403068122882E+18  3.514033683785344E+02  8.753606990911105E+02  3.166720413253208E+05  8.487059693938539E-01
  3.733439159149558E+00  7.965157176615428E+18  3.087123257023181E+02  7.880658558678574E+02  2.855553028759167E+05  8.635915210443121E-01
  3.743446627051036E+00  8.560942603928180E+18  2.634784658064639E+02  7.229154515239743E+02  2.508027361495391E+05  8.784391437419783E-01
  3.753454094952515E+00  9.765812300361744E+18  2.162993274505092E+02  6.754705875044092E+02  2.379005917393516E+05  8.932464781090645E-01
  3.763461562853996E+00  1.179061762550628E+19  1.687862141823019E+02  6.322563533695809E+02  1.803774399209284E+05  9.080131100459494E-01
  3.773469030755473E+00  1.483094071409201E+19  1.237347856019772E+02  5.816092946762342E+02  1.574167997217925E+05  9.227352564524980E-01
  3.783476498656952E+00  1.838133089395040E+19  8.740285261306462E+01  5.130898075555692E+02  1.560826620662263E+05  9.374109335300587E-01
  3.793483966558431E+00  2.068754048397708E+19  6.358037661029726E+01  4.171490162642966E+02  1.270526549373405E+05  9.520411425028901E-01
