# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000000
  3.803491434459910E+00  2.018513578634314E+19  4.918030669226189E+01  3.055413954865674E+02  8.656541830975426E+04  9.666242078244787E-01
  3.813498902361388E+00  1.722769521381080E+19  3.995641115946323E+01  2.065931507013073E+02  5.587603258199675E+04  9.811570326281960E-01
  3.823506370262865E+00  1.315510271155039E+19  3.282848077432637E+01  1.289302242162617E+02  3.135743154137334E+04  9.956374912540971E-01
  3.833513838164345E+00  8.867062440849519E+18  2.607425678457299E+01  6.961413580718701E+01  8.776796728194528E+03  1.010064002447039E+00
  3.843521306065823E+00  4.696766812763919E+18  1.906259846819906E+01  2.748247244217520E+01  9.539389530895447E+03  1.024435581115753E+00
  3.853528773967303E+00  6.738069758823301E+17  1.196878854672445E+01  2.575179375645738E+00  6.315420873264075E+02  1.038753340850949E+00
 
 
# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #001000
  1.862047821715217E+00  5.947301496016658E+17  1.127469392255118E+01  2.144426487885281E+00  1.796969518066634E+02  1.038989601960316E+00
  1.872054868456962E+00  3.641959091383780E+18  1.122611641973030E+01  1.255675736501832E+01  1.842169315256956E+03  1.029171849733864E+00
  1.882061915198706E+00  7.249109763707062E+18  1.177341926503654E+01  2.476205264643642E+01  3.142628248267031E+03  1.019267811480935E+00
  1.892068961940452E+00  1.183069224603243E+19  1.315056271216915E+01  4.261434605202957E+01  3.214128821426716E+03  1.009276244189506E+00
  1.902076008682197E+00  1.700395970943907E+19  1.560313170321182E+01  7.225622270433684E+01  2.645608655349697E+03  9.991956856772128E-01
  1.912083055423943E+00  2.203366653328835E+19  1.919278825406606E+01  1.198078118162417E+02  3.887259949896757E+03  9.890246454571501E-01
  1.922090102165687E+00  2.563475964949611E+19  2.374231177100653E+01  1.809289703344357E+02  7.073339256774365E+03  9.787616589762282E-01
  1.932097148907432E+00  2.744277925228207E+19  2.938484277921292E+01  2.477622018197401E+02  9.270973700884595E+03  9.684055386405586E-01
  1.942104195649177E+00  2.831620508543288E+19  3.732403748994653E+01  3.315856862045980E+02  1.593428787957638E+04  9.579550503096197E-01
  1.952111242390921E+00  2.829901393294393E+19  4.919608569331287E+01  4.427187032887116E+02  3.204567381511746E+04  9.474093809124224E-01
  1.962118289132668E+00  2.709571449661136E+19  6.476727430901141E+01  5.623456669761717E+02  5.608192607296335E+04  9.367687097492503E-01
  1.972125335874412E+00  2.454102191770262E+19  8.241309283975878E+01  6.498514165476952E+02  8.741242967350996E+04  9.260342673328364E-01
  1.982132382616157E+00  2.116551631812067E+19  1.025919478542037E+02  6.956991644477712E+02  1.220752640104064E+05  9.152081287755129E-01
  1.992139429357902E+00  1.780113898962274E+19  1.272688273129932E+02  7.208467521614871E+02  1.492299057868317E+05  9.042923779402027E-01
  2.002146476099647E+00  1.505943013924513E+19  1.574218148903587E+02  7.517599954878024E+02  2.534178703011000E+05  8.932903112422153E-01
  2.012153522841392E+00  1.289391699899342E+19  1.916992685387366E+02  7.869817687390041E+02  2.118916119308940E+05  8.822088147290089E-01
  2.022160569583137E+00  1.121533963718771E+19  2.280738608445127E+02  8.178100855353795E+02  2.317973034013508E+05  8.710446788417221E-01
  2.032167616324882E+00  1.004423578088114E+19  2.650584030618240E+02  8.523473591085908E+02  2.438800903272233E+05  8.597973294448977E-01
  2.042174663066627E+00  9.297861252478030E+18  3.019219189214097E+02  8.991402511015845E+02  2.607135540793091E+05  8.484666461961177E-01
  2.052181709808372E+00  8.862979274209227E+18  3.382605446327694E+02  9.604417595676075E+02  2.796849221519184E+05  8.370527853331573E-01
  2.062188756550117E+00  8.638012232084258E+18  3.737814308201332E+02  1.034468206909082E+03  3.015566537818258E+05  8.255561575198078E-01
  2.072195803291863E+00  8.548341584185014E+18  4.082658903693850E+02  1.118245324111750E+03  3.250796151334266E+05  8.139774938715922E-01
  2.082202850033607E+00  8.546229643855397E+18  4.415571161755387E+02  1.209181657291985E+03  3.518605532448867E+05  8.023176232364475E-01
  2.092209896775351E+00  8.602581421051806E+18  4.736227019830882E+02  1.305567876975704E+03  3.887057399865374E+05  7.905780282805357E-01
  2.102216943517098E+00  8.698122938000689E+18  5.045518548466918E+02  1.406277373577710E+03  4.115618657935146E+05  7.787607395081373E-01
  2.112223990258842E+00  8.820270663988535E+18  5.344583440886054E+02  1.510553474641804E+03  4.470705788961181E+05  7.668668628547564E-01
  2.122231037000588E+00  8.959658314723466E+18  5.634388650585504E+02  1.617628458277835E+03  4.829281178723237E+05  7.548984927182838E-01
  2.132238083742333E+00  9.109306856632032E+18  5.916422621219631E+02  1.726971051289255E+03  5.200004635831313E+05  7.428579087472598E-01
  2.142245130484077E+00  9.264358173478191E+18  6.192394539505274E+02  1.838291800217044E+03  5.587121883490796E+05  7.307475085811610E-01
  2.152252177225823E+00  9.421726703172911E+18  6.464029010937575E+02  1.951525579477870E+03  5.990797258797884E+05  7.185698652643250E-01
  2.162259223967569E+00  9.579689496857080E+18  6.732968183033129E+02  2.066799790319688E+03  6.410369022375098E+05  7.063277338131475E-01
  2.172266270709313E+00  9.737453815308567E+18  7.000714497098202E+02  2.184379899751510E+03  6.845700625404343E+05  6.940240461795619E-01
  2.182273317451058E+00  9.894773719440097E+18  7.268584893116340E+02  2.304602969211149E+03  7.296500492406758E+05  6.816619094779011E-01
  2.192280364192803E+00  1.005166533627050E+19  7.537703943091781E+02  2.427825529540730E+03  7.762656346126171E+05  6.692446042277252E-01
  2.202287410934548E+00  1.020823592330546E+19  7.809009905850821E+02  2.554389071029668E+03  8.244083388082290E+05  6.567755837897415E-01
  2.212294457676292E+00  1.036460656827899E+19  8.083268175034123E+02  2.684603690831244E+03  8.740669154808456E+05  6.442584743028379E-01
  2.222301504418038E+00  1.052089267334115E+19  8.361094435585071E+02  2.818746971666267E+03  9.252292223749587E+05  6.316970744553052E-01
  2.232308551159784E+00  1.067720804712224E+19  8.642977446384879E+02  2.957068997760505E+03  9.778810047740103E+05  6.190953550623848E-01
  2.242315597901527E+00  1.083367067045134E+19  8.929301117740938E+02  3.099798550379639E+03  1.032001315312481E+06  6.064574682366466E-01
  2.252322644643273E+00  1.099040229754442E+19  9.220363422669666E+02  3.247147378124632E+03  1.087578701636025E+06  5.937877435120038E-01
  2.262329691385018E+00  1.114752290677364E+19  9.516397840053698E+02  3.399314400145615E+03  1.144579221491249E+06  5.810906700674519E-01
  2.272336738126763E+00  1.130514463002177E+19  9.817591938556716E+02  3.556489010230122E+03  1.202979721198138E+06  5.683709042999241E-01
  2.282343784868508E+00  1.146336670282401E+19  1.012408773308899E+03  3.718848248651616E+03  1.262754867588158E+06  5.556332684611662E-01
  2.292350831610252E+00  1.162227355522135E+19  1.043599886378217E+03  3.886560997797196E+03  1.323868229868489E+06  5.428827485749559E-01
  2.302357878351998E+00  1.178193550822189E+19  1.075341851908799E+03  4.059789926852262E+03  1.386285606157443E+06  5.301244914471865E-01
  2.312364925093744E+00  1.194241039018471E+19  1.107642367705168E+03  4.238692606534521E+03  1.449968491752840E+06  5.173638020004835E-01
  2.322371971835488E+00  1.210374531680377E+19  1.140507857349146E+03  4.423422576561990E+03  1.514875630025061E+06  5.046061402655346E-01
  2.332379018577233E+00  1.226597769235953E+19  1.173943640985268E+03  4.614129613260888E+03  1.580962810970574E+06  4.918571543504445E-01
  2.342386065318978E+00  1.242913668041911E+19  1.207954051253185E+03  4.810960046785241E+03  1.648183285686822E+06  4.791226375222066E-01
  2.352393112060724E+00  1.259324408200558E+19  1.242542453458352E+03  5.014056560136190E+03  1.716487605981532E+06  4.664084985934720E-01
  2.362400158802468E+00  1.275831420842639E+19  1.277711220702285E+03  5.223557431679501E+03  1.785824145972322E+06  4.537207855487657E-01
  2.372407205544213E+00  1.292435390951780E+19  1.313461537458543E+03  5.439595091476032E+03  1.856138726123155E+06  4.410656811419170E-01
  2.382414252285958E+00  1.309136249392223E+19  1.349793314175303E+03  5.662295010169522E+03  1.927374832304740E+06  4.284494983094450E-01
  2.392421299027704E+00  1.325933143087107E+19  1.386704989474657E+03  5.891773953640890E+03  1.999473706982093E+06  4.158786872739353E-01
  2.402428345769448E+00  1.342824361374269E+19  1.424193260301337E+03  6.128137614934516E+03  2.072374522515162E+06  4.033598706064611E-01
  2.412435392511194E+00  1.359807456917593E+19  1.462253054347394E+03  6.371480043001406E+03  2.146013625499798E+06  3.908997315384098E-01
  2.422442439252937E+00  1.376879164732742E+19  1.500877487644693E+03  6.621882085427458E+03  2.220326549173415E+06  3.785050522346598E-01
  2.432449485994684E+00  1.394035363374800E+19  1.540057362247999E+03  6.879407881301127E+03  2.295246477443640E+06  3.661827174214076E-01
  2.442456532736428E+00  1.411271047382171E+19  1.579781194113634E+03  7.144103586510821E+03  2.370704516627796E+06  3.539397084551644E-01
  2.452463579478174E+00  1.428580290295056E+19  1.620035000366792E+03  7.415994906388461E+03  2.446630202260532E+06  3.417831040257964E-01
  2.462470626219918E+00  1.445956153357946E+19  1.660802007837490E+03  7.695083847368773E+03  2.522951181211347E+06  3.297201186606141E-01
  2.472477672961663E+00  1.463390808283625E+19  1.702062769523141E+03  7.981348352925572E+03  2.599593678724327E+06  3.177579942862206E-01
  2.482484719703407E+00  1.480875473631301E+19  1.743794967476161E+03  8.274739522587784E+03  2.676482458056613E+06  3.059040277083072E-01
  2.492491766445153E+00  1.498400380340107E+19  1.785973258316734E+03  8.575179066937271E+03  2.753540796833318E+06  2.941655778400891E-01
  2.502498813186898E+00  1.515954761079565E+19  1.828569169937594E+03  8.882557056168989E+03  2.830690695701160E+06  2.825500583209779E-01
  2.512505859928643E+00  1.533526843320204E+19  1.871550994794357E+03  9.196729621286911E+03  2.907852821258212E+06  2.710649299209372E-01
  2.522512906670388E+00  1.551103823579007E+19  1.914883673687269E+03  9.517516448042039E+03  2.984946611173581E+06  2.597177073307826E-01
  2.532519953412134E+00  1.568671862227763E+19  1.958528711204474E+03  9.844698503178362E+03  3.061890356034354E+06  2.485159539917471E-01
  2.542527000153878E+00  1.586216180910538E+19  2.002444330962361E+03  1.017801761835351E+04  3.138601418569946E+06  2.374672163590540E-01
  2.552534046895624E+00  1.603721018471630E+19  2.046585316183418E+03  1.051717368717144E+04  3.214996233908170E+06  2.265790528919598E-01
  2.562541093637368E+00  1.621169645568515E+19  2.090903019227309E+03  1.086182307615786E+04  3.290990340908723E+06  2.158590272558976E-01
  2.572548140379114E+00  1.638544387638286E+19  2.135345346360717E+03  1.121157702349329E+04  3.366498501459936E+06  2.053146994549743E-01
  2.582555187120859E+00  1.655826653342007E+19  2.179856796350436E+03  1.156600043295034E+04  3.441434764808704E+06  1.949536167929101E-01
  2.592562233862603E+00  1.672996968505489E+19  2.224378506473164E+03  1.192461085318166E+04  3.515712518973161E+06  1.847833046743275E-01
  2.602569280604349E+00  1.690035015578494E+19  2.268848332606770E+03  1.228687780787595E+04  3.589244683173546E+06  1.748112572624364E-01
  2.612576327346093E+00  1.706919678599598E+19  2.313200934829172E+03  1.265222235156385E+04  3.661943632122195E+06  1.650449280242156E-01
  2.622583374087839E+00  1.723629093614148E+19  2.357367902769626E+03  1.302001705972638E+04  3.733721426336618E+06  1.554917201869435E-01
  2.632590420829584E+00  1.740140701454526E+19  2.401277882418037E+03  1.338958624804113E+04  3.804489820443961E+06  1.461589788067128E-01
  2.642597467571330E+00  1.756431314701476E+19  2.444856767089064E+03  1.376020688006915E+04  3.874160394133708E+06  1.370539777000602E-01
  2.652604514313075E+00  1.772477184701431E+19  2.488027881492101E+03  1.413110969430166E+04  3.942644641864304E+06  1.281839093256620E-01
  2.662611561054819E+00  1.788254066016330E+19  2.530712182364873E+03  1.450148066913668E+04  4.009854069533340E+06  1.195558786446553E-01
  2.672618607796564E+00  1.803737291283618E+19  2.572828496511147E+03  1.487046306312009E+04  4.075700307581192E+06  1.111768935915191E-01
  2.682625654538308E+00  1.818901850253477E+19  2.614293774609233E+03  1.523715987941078E+04  4.140095218092997E+06  1.030538555817272E-01
  2.692632701280054E+00  1.833722472658659E+19  2.655023375798336E+03  1.560063685065690E+04  4.202951026715424E+06  9.519355006394917E-02
  2.702639748021800E+00  1.848173718077025E+19  2.694931376883453E+03  1.595992594774685E+04  4.264180440235123E+06  8.760263530213003E-02
  2.712646794763544E+00  1.862230070148337E+19  2.733930907391129E+03  1.631402940650881E+04  4.323696794039734E+06  8.028763068303768E-02
  2.722653841505291E+00  1.875866018683446E+19  2.771934461485031E+03  1.666192383555275E+04  4.381414174808817E+06  7.325491290541922E-02
  2.732660888247035E+00  1.889056158124286E+19  2.808854265246110E+03  1.700256510811739E+04  4.437247632370578E+06  6.651070503688498E-02
  2.742667934988780E+00  1.901775285114732E+19  2.844602650363173E+03  1.733489359845279E+04  4.491113332655720E+06  6.006106746109930E-02
  2.752674981730523E+00  1.913998498049593E+19  2.879092425924660E+03  1.765783972054944E+04  4.542928499505883E+06  5.391188899741468E-02
  2.762682028472268E+00  1.925701297721294E+19  2.912237328735070E+03  1.797033023618669E+04  4.592611434047718E+06  4.806887804975379E-02
  2.772689075214015E+00  1.936859686843030E+19  2.943952299785975E+03  1.827129373951050E+04  4.640083113536024E+06  4.253755379279196E-02
  2.782696121955759E+00  1.947450267459369E+19  2.974154104805286E+03  1.855966846620119E+04  4.685265753799373E+06  3.732323765674038E-02
  2.792703168697505E+00  1.957450343429497E+19  3.002761748734610E+03  1.883440909471098E+04  4.728083784740543E+06  3.243104218845196E-02
  2.802710215439249E+00  1.966838077912185E+19  3.029695833996393E+03  1.909448758135801E+04  4.768462550530067E+06  2.786583409956705E-02
  2.812717262180994E+00  1.975592491856633E+19  3.054881649052502E+03  1.933891602031528E+04  4.806330679330418E+06  2.363227552406610E-02
  2.822724308922739E+00  1.983693573554654E+19  3.078246735923284E+03  1.956673597575798E+04  4.841621747660538E+06  1.973480659472888E-02
  2.832731355664483E+00  1.991122390067068E+19  3.099722207423535E+03  1.977703133513496E+04  4.874264623539040E+06  1.617762780949146E-02
  2.842738402406229E+00  1.997861174121634E+19  3.119243766010385E+03  1.996893915443881E+04  4.904199428299189E+06  1.296468970095415E-02
  2.852745449147975E+00  2.003893466937482E+19  3.136751419683294E+03  2.014165271202066E+04  4.931384379697167E+06  1.009965602078218E-02
  2.862752495889719E+00  2.009204081140515E+19  3.152190357424212E+03  2.029443002996957E+04  4.955738721105525E+06  7.585951091513211E-03
  2.872759542631464E+00  2.013779316119314E+19  3.165510234102426E+03  2.042659454656421E+04  4.977167726766288E+06  5.426736867270473E-03
  2.882766589373210E+00  2.017606954802830E+19  3.176666662499826E+03  2.053754756965090E+04  4.995650629075870E+06  3.624891260440775E-03
  2.892773636114955E+00  2.020675525081915E+19  3.185622281740560E+03  2.062677029971885E+04  5.011286137124131E+06  2.182995272023205E-03
  2.902780682856700E+00  2.022976377653382E+19  3.192341811927306E+03  2.069381529350136E+04  5.025193669927957E+06  1.103361449114715E-03
  2.912787729598445E+00  2.024510386368409E+19  3.196841929297032E+03  2.073870063635182E+04  5.033754809318064E+06  3.880809335731899E-04
  2.922794776340189E+00  2.025293892450778E+19  3.199114465440591E+03  2.076147493107373E+04  5.032486693234526E+06  3.856319360187419E-05
  2.932801823081934E+00  2.025258267467938E+19  3.198995972882035E+03  2.076034076171638E+04  5.036317204147357E+06  5.657268023902620E-05
  2.942808869823680E+00  2.024391706085952E+19  3.196488269601949E+03  2.073519075504348E+04  5.044705544651654E+06  4.434639478482230E-04
